"session_id","participant_id","trader_name","trader_type","risk_tolerance","trade_frequency","initial_capital","cash_balance","preferred_sectors","profile_json","portfolio_json","performance_json","last_trade_at","created_at"
"demo-paper-1000-ai-traders","327","Arjun Chopra","momentum","76.18","0.6","100000","63454","[""Consumer"",""IT""]","{""display_name"":""Arjun Chopra"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Consumer"",""IT""]}","{""cash"":63454,""holdings"":[{""symbol"":""V"",""quantity"":20,""average_cost"":744.75,""current_price"":750.55,""market_value"":15011,""unrealized_pnl"":116,""sector"":""Financials""},{""symbol"":""RELIANCE.NS"",""quantity"":4,""average_cost"":1925.29,""current_price"":1988.97,""market_value"":7955.88,""unrealized_pnl"":254.72,""sector"":""Energy""},{""symbol"":""ICICIBANK.NS"",""quantity"":22,""average_cost"":625.65,""current_price"":617.22,""market_value"":13578.84,""unrealized_pnl"":-185.46,""sector"":""Banking""}],""holdings_value"":36545.72,""total_value"":99999.72,""allocation"":{""Financials"":15.01,""Energy"":7.96,""Banking"":13.58}}","{""day_change_pct"":0.37,""total_return_pct"":0,""sharpe_ratio"":2.34,""win_rate"":69.38,""max_drawdown_pct"":2.2,""volatility_pct"":4.71}","2026-04-01T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","328","Rahul Joshi","momentum","60.49","0.6","100000","61294","[""Healthcare"",""Consumer"",""IT""]","{""display_name"":""Rahul Joshi"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Healthcare"",""Consumer"",""IT""]}","{""cash"":61294,""holdings"":[{""symbol"":""NVDA"",""quantity"":19,""average_cost"":395.49,""current_price"":400.18,""market_value"":7603.42,""unrealized_pnl"":89.11,""sector"":""Technology""},{""symbol"":""INFY.NS"",""quantity"":10,""average_cost"":1638.56,""current_price"":1679.57,""market_value"":16795.7,""unrealized_pnl"":410.1,""sector"":""IT""},{""symbol"":""AMZN"",""quantity"":27,""average_cost"":540.12,""current_price"":529.87,""market_value"":14306.49,""unrealized_pnl"":-276.75,""sector"":""Consumer""}],""holdings_value"":38705.61,""total_value"":99999.61,""allocation"":{""Consumer"":14.31,""Technology"":7.60,""IT"":16.80}}","{""day_change_pct"":0.52,""total_return_pct"":0,""sharpe_ratio"":1.18,""win_rate"":64.58,""max_drawdown_pct"":13.65,""volatility_pct"":3.74}","2026-03-30T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","329","Riya Joshi","momentum","59.78","0.6","100000","69199","[""Energy"",""Consumer"",""Telecom"",""Automotive""]","{""display_name"":""Riya Joshi"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Energy"",""Consumer"",""Telecom"",""Automotive""]}","{""cash"":69199,""holdings"":[{""symbol"":""MARUTI.NS"",""quantity"":4,""average_cost"":1945.69,""current_price"":1866.34,""market_value"":7465.36,""unrealized_pnl"":-317.4,""sector"":""Automotive""},{""symbol"":""SBIN.NS"",""quantity"":20,""average_cost"":1089.89,""current_price"":1166.79,""market_value"":23335.8,""unrealized_pnl"":1538,""sector"":""Banking""}],""holdings_value"":30801.16,""total_value"":100000.16,""allocation"":{""Banking"":23.34,""Automotive"":7.47}}","{""day_change_pct"":-1.58,""total_return_pct"":0,""sharpe_ratio"":0.7,""win_rate"":46.23,""max_drawdown_pct"":16.68,""volatility_pct"":2.97}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","330","Karan Bhat","momentum","75.3","0.6","100000","54247","[""Automotive"",""Telecom"",""Financial Services"",""Healthcare""]","{""display_name"":""Karan Bhat"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Automotive"",""Telecom"",""Financial Services"",""Healthcare""]}","{""cash"":54247,""holdings"":[{""symbol"":""HDFCBANK.NS"",""quantity"":12,""average_cost"":683.78,""current_price"":727.52,""market_value"":8730.24,""unrealized_pnl"":524.88,""sector"":""Banking""},{""symbol"":""TSLA"",""quantity"":17,""average_cost"":2034.81,""current_price"":2177.81,""market_value"":37022.77,""unrealized_pnl"":2431,""sector"":""Automotive""}],""holdings_value"":45753.01,""total_value"":100000.01,""allocation"":{""Banking"":8.73,""Automotive"":37.02}}","{""day_change_pct"":-1.99,""total_return_pct"":0,""sharpe_ratio"":0.64,""win_rate"":53.8,""max_drawdown_pct"":11.55,""volatility_pct"":2.05}","2026-04-01T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","331","Vikram Joshi","momentum","69.08","0.6","100000","61655","[""Automotive"",""Telecom"",""Consumer"",""Energy""]","{""display_name"":""Vikram Joshi"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Automotive"",""Telecom"",""Consumer"",""Energy""]}","{""cash"":61655,""holdings"":[{""symbol"":""HDFCBANK.NS"",""quantity"":76,""average_cost"":216.67,""current_price"":208.14,""market_value"":15818.64,""unrealized_pnl"":-648.28,""sector"":""Banking""},{""symbol"":""AAPL"",""quantity"":8,""average_cost"":1069.48,""current_price"":1118.63,""market_value"":8949.04,""unrealized_pnl"":393.2,""sector"":""Technology""},{""symbol"":""V"",""quantity"":30,""average_cost"":209.94,""current_price"":219.86,""market_value"":6595.8,""unrealized_pnl"":297.6,""sector"":""Financials""},{""symbol"":""GOOGL"",""quantity"":10,""average_cost"":683.44,""current_price"":698.11,""market_value"":6981.1,""unrealized_pnl"":146.7,""sector"":""Technology""}],""holdings_value"":38344.58,""total_value"":99999.58,""allocation"":{""Banking"":15.82,""Financials"":6.60,""Technology"":15.93}}","{""day_change_pct"":0.22,""total_return_pct"":0,""sharpe_ratio"":0.72,""win_rate"":43.82,""max_drawdown_pct"":10.51,""volatility_pct"":1.15}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","332","Meera Suri","momentum","57.6","0.6","100000","74436","[""Financial Services"",""IT"",""Healthcare""]","{""display_name"":""Meera Suri"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Financial Services"",""IT"",""Healthcare""]}","{""cash"":74436,""holdings"":[{""symbol"":""JPM"",""quantity"":4,""average_cost"":1474.92,""current_price"":1540.16,""market_value"":6160.64,""unrealized_pnl"":260.96,""sector"":""Banking""},{""symbol"":""MSFT"",""quantity"":19,""average_cost"":953.87,""current_price"":1021.22,""market_value"":19403.18,""unrealized_pnl"":1279.65,""sector"":""Technology""}],""holdings_value"":25563.82,""total_value"":99999.82,""allocation"":{""Banking"":6.16,""Technology"":19.40}}","{""day_change_pct"":-2.03,""total_return_pct"":0,""sharpe_ratio"":1.73,""win_rate"":52.83,""max_drawdown_pct"":9.05,""volatility_pct"":3.43}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","333","Rahul Bose","momentum","74.58","0.6","100000","66683","[""Technology"",""Financial Services"",""Consumer""]","{""display_name"":""Rahul Bose"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Technology"",""Financial Services"",""Consumer""]}","{""cash"":66683,""holdings"":[{""symbol"":""TCS.NS"",""quantity"":5,""average_cost"":1984.92,""current_price"":2013.25,""market_value"":10066.25,""unrealized_pnl"":141.65,""sector"":""IT""},{""symbol"":""TSLA"",""quantity"":15,""average_cost"":1559.8,""current_price"":1550.04,""market_value"":23250.6,""unrealized_pnl"":-146.4,""sector"":""Automotive""}],""holdings_value"":33316.85,""total_value"":99999.85,""allocation"":{""Automotive"":23.25,""IT"":10.07}}","{""day_change_pct"":0.19,""total_return_pct"":0,""sharpe_ratio"":0.86,""win_rate"":52.39,""max_drawdown_pct"":7.23,""volatility_pct"":4.52}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","334","Anaya Iyer","momentum","64.8","0.6","100000","74339","[""Technology"",""Consumer"",""Energy""]","{""display_name"":""Anaya Iyer"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Technology"",""Consumer"",""Energy""]}","{""cash"":74339,""holdings"":[{""symbol"":""NVDA"",""quantity"":5,""average_cost"":1561.85,""current_price"":1665.59,""market_value"":8327.95,""unrealized_pnl"":518.7,""sector"":""Technology""},{""symbol"":""MARUTI.NS"",""quantity"":5,""average_cost"":1848.47,""current_price"":1923.55,""market_value"":9617.75,""unrealized_pnl"":375.4,""sector"":""Automotive""},{""symbol"":""GOOGL"",""quantity"":15,""average_cost"":478.96,""current_price"":514.35,""market_value"":7715.25,""unrealized_pnl"":530.85,""sector"":""Technology""}],""holdings_value"":25660.95,""total_value"":99999.95,""allocation"":{""Automotive"":9.62,""Technology"":16.04}}","{""day_change_pct"":1.46,""total_return_pct"":0,""sharpe_ratio"":1.73,""win_rate"":53.98,""max_drawdown_pct"":10.65,""volatility_pct"":4.14}","2026-03-29T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","335","Priya Iyer","momentum","57.35","0.6","100000","62574","[""Banking"",""Financial Services""]","{""display_name"":""Priya Iyer"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Banking"",""Financial Services""]}","{""cash"":62574,""holdings"":[{""symbol"":""RELIANCE.NS"",""quantity"":18,""average_cost"":891.32,""current_price"":898.22,""market_value"":16167.96,""unrealized_pnl"":124.2,""sector"":""Energy""},{""symbol"":""AAPL"",""quantity"":16,""average_cost"":1380.23,""current_price"":1328.61,""market_value"":21257.76,""unrealized_pnl"":-825.92,""sector"":""Technology""}],""holdings_value"":37425.72,""total_value"":99999.72,""allocation"":{""Energy"":16.17,""Technology"":21.26}}","{""day_change_pct"":2.26,""total_return_pct"":0,""sharpe_ratio"":1.43,""win_rate"":45.85,""max_drawdown_pct"":7.8,""volatility_pct"":2.23}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","336","Vihaan Khan","momentum","67.9","0.6","100000","58028","[""Healthcare"",""Technology"",""Financial Services"",""Energy""]","{""display_name"":""Vihaan Khan"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Healthcare"",""Technology"",""Financial Services"",""Energy""]}","{""cash"":58028,""holdings"":[{""symbol"":""TSLA"",""quantity"":6,""average_cost"":1630.45,""current_price"":1598.52,""market_value"":9591.12,""unrealized_pnl"":-191.58,""sector"":""Automotive""},{""symbol"":""JPM"",""quantity"":46,""average_cost"":663.96,""current_price"":703.94,""market_value"":32381.24,""unrealized_pnl"":1839.08,""sector"":""Banking""}],""holdings_value"":41972.36,""total_value"":100000.36,""allocation"":{""Banking"":32.38,""Automotive"":9.59}}","{""day_change_pct"":1.76,""total_return_pct"":0,""sharpe_ratio"":0.89,""win_rate"":63.86,""max_drawdown_pct"":6.56,""volatility_pct"":1.32}","2026-03-30T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","337","Priya Kapoor","momentum","73.42","0.6","100000","61496","[""IT"",""Banking"",""Energy""]","{""display_name"":""Priya Kapoor"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""IT"",""Banking"",""Energy""]}","{""cash"":61496,""holdings"":[{""symbol"":""JNJ"",""quantity"":18,""average_cost"":621.93,""current_price"":654.67,""market_value"":11784.06,""unrealized_pnl"":589.32,""sector"":""Healthcare""},{""symbol"":""JPM"",""quantity"":25,""average_cost"":1052.23,""current_price"":1068.79,""market_value"":26719.75,""unrealized_pnl"":414,""sector"":""Banking""}],""holdings_value"":38503.81,""total_value"":99999.81,""allocation"":{""Banking"":26.72,""Healthcare"":11.78}}","{""day_change_pct"":1.13,""total_return_pct"":0,""sharpe_ratio"":1.04,""win_rate"":61.58,""max_drawdown_pct"":16.71,""volatility_pct"":1.58}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","338","Rohan Iyer","momentum","79.18","0.6","100000","69010","[""IT"",""Financials"",""Healthcare""]","{""display_name"":""Rohan Iyer"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""IT"",""Financials"",""Healthcare""]}","{""cash"":69010,""holdings"":[{""symbol"":""TSLA"",""quantity"":6,""average_cost"":1774.26,""current_price"":1737.17,""market_value"":10423.02,""unrealized_pnl"":-222.54,""sector"":""Automotive""},{""symbol"":""BHARTIARTL.NS"",""quantity"":27,""average_cost"":394.11,""current_price"":414.55,""market_value"":11192.85,""unrealized_pnl"":551.88,""sector"":""Telecom""},{""symbol"":""BAJAJFINSV.NS"",""quantity"":28,""average_cost"":349.29,""current_price"":334.8,""market_value"":9374.4,""unrealized_pnl"":-405.72,""sector"":""Financial Services""}],""holdings_value"":30990.27,""total_value"":100000.27,""allocation"":{""Financial Services"":9.37,""Automotive"":10.42,""Telecom"":11.19}}","{""day_change_pct"":-1.96,""total_return_pct"":0,""sharpe_ratio"":2.31,""win_rate"":46.41,""max_drawdown_pct"":12.51,""volatility_pct"":1.88}","2026-04-02T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","339","Riya Singh","momentum","67.19","0.6","100000","69476","[""Technology"",""Automotive"",""Energy""]","{""display_name"":""Riya Singh"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Technology"",""Automotive"",""Energy""]}","{""cash"":69476,""holdings"":[{""symbol"":""GOOGL"",""quantity"":10,""average_cost"":1105.96,""current_price"":1094.86,""market_value"":10948.6,""unrealized_pnl"":-111,""sector"":""Technology""},{""symbol"":""NVDA"",""quantity"":13,""average_cost"":1578.92,""current_price"":1505.82,""market_value"":19575.66,""unrealized_pnl"":-950.3,""sector"":""Technology""}],""holdings_value"":30524.26,""total_value"":100000.26,""allocation"":{""Technology"":30.52}}","{""day_change_pct"":-2.37,""total_return_pct"":0,""sharpe_ratio"":1.77,""win_rate"":72.58,""max_drawdown_pct"":17.76,""volatility_pct"":4.72}","2026-04-02T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","340","Maya Khan","momentum","77.16","0.6","100000","69596","[""Energy"",""Financial Services""]","{""display_name"":""Maya Khan"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Energy"",""Financial Services""]}","{""cash"":69596,""holdings"":[{""symbol"":""ICICIBANK.NS"",""quantity"":4,""average_cost"":1634.16,""current_price"":1748.26,""market_value"":6993.04,""unrealized_pnl"":456.4,""sector"":""Banking""},{""symbol"":""AMZN"",""quantity"":3,""average_cost"":2031.69,""current_price"":2169.23,""market_value"":6507.69,""unrealized_pnl"":412.62,""sector"":""Consumer""},{""symbol"":""MSFT"",""quantity"":10,""average_cost"":1154.35,""current_price"":1197.27,""market_value"":11972.7,""unrealized_pnl"":429.2,""sector"":""Technology""},{""symbol"":""GOOGL"",""quantity"":8,""average_cost"":577.45,""current_price"":616.32,""market_value"":4930.56,""unrealized_pnl"":310.96,""sector"":""Technology""}],""holdings_value"":30403.99,""total_value"":99999.99,""allocation"":{""Banking"":6.99,""Consumer"":6.51,""Technology"":16.90}}","{""day_change_pct"":-0.83,""total_return_pct"":0,""sharpe_ratio"":1.76,""win_rate"":59.88,""max_drawdown_pct"":12.41,""volatility_pct"":4.56}","2026-04-05T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","341","Soham Singh","momentum","62.51","0.6","100000","62317","[""Technology"",""Energy"",""Financial Services"",""Banking""]","{""display_name"":""Soham Singh"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Technology"",""Energy"",""Financial Services"",""Banking""]}","{""cash"":62317,""holdings"":[{""symbol"":""JNJ"",""quantity"":10,""average_cost"":1058.77,""current_price"":1020.27,""market_value"":10202.7,""unrealized_pnl"":-385,""sector"":""Healthcare""},{""symbol"":""SBIN.NS"",""quantity"":5,""average_cost"":1505.93,""current_price"":1610.2,""market_value"":8051,""unrealized_pnl"":521.35,""sector"":""Banking""},{""symbol"":""RELIANCE.NS"",""quantity"":15,""average_cost"":537.37,""current_price"":508.82,""market_value"":7632.3,""unrealized_pnl"":-428.25,""sector"":""Energy""},{""symbol"":""AMZN"",""quantity"":12,""average_cost"":1040.51,""current_price"":983.11,""market_value"":11797.32,""unrealized_pnl"":-688.8,""sector"":""Consumer""}],""holdings_value"":37683.32,""total_value"":100000.32,""allocation"":{""Banking"":8.05,""Energy"":7.63,""Consumer"":11.80,""Healthcare"":10.20}}","{""day_change_pct"":-1.1,""total_return_pct"":0,""sharpe_ratio"":1.83,""win_rate"":38.09,""max_drawdown_pct"":12.98,""volatility_pct"":2.08}","2026-03-29T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","342","Maya Singh","momentum","69.43","0.6","100000","73709","[""Telecom"",""IT"",""Automotive"",""Energy""]","{""display_name"":""Maya Singh"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Telecom"",""IT"",""Automotive"",""Energy""]}","{""cash"":73709,""holdings"":[{""symbol"":""V"",""quantity"":5,""average_cost"":1000.16,""current_price"":973.52,""market_value"":4867.6,""unrealized_pnl"":-133.2,""sector"":""Financials""},{""symbol"":""WIPRO.NS"",""quantity"":6,""average_cost"":1910.48,""current_price"":1840.54,""market_value"":11043.24,""unrealized_pnl"":-419.64,""sector"":""IT""},{""symbol"":""NVDA"",""quantity"":57,""average_cost"":189.65,""current_price"":182.1,""market_value"":10379.7,""unrealized_pnl"":-430.35,""sector"":""Technology""}],""holdings_value"":26290.54,""total_value"":99999.54,""allocation"":{""Financials"":4.87,""Technology"":10.38,""IT"":11.04}}","{""day_change_pct"":1.85,""total_return_pct"":0,""sharpe_ratio"":1.21,""win_rate"":72,""max_drawdown_pct"":6.62,""volatility_pct"":3.39}","2026-04-03T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","343","Maya Desai","momentum","71.82","0.6","100000","56683","[""Financials"",""Telecom""]","{""display_name"":""Maya Desai"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Financials"",""Telecom""]}","{""cash"":56683,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":18,""average_cost"":769.39,""current_price"":761.46,""market_value"":13706.28,""unrealized_pnl"":-142.74,""sector"":""Telecom""},{""symbol"":""ICICIBANK.NS"",""quantity"":10,""average_cost"":1523.87,""current_price"":1444.73,""market_value"":14447.3,""unrealized_pnl"":-791.4,""sector"":""Banking""},{""symbol"":""JNJ"",""quantity"":17,""average_cost"":843.45,""current_price"":891.98,""market_value"":15163.66,""unrealized_pnl"":825.01,""sector"":""Healthcare""}],""holdings_value"":43317.24,""total_value"":100000.24,""allocation"":{""Banking"":14.45,""Healthcare"":15.16,""Telecom"":13.71}}","{""day_change_pct"":2.17,""total_return_pct"":0,""sharpe_ratio"":2.07,""win_rate"":43.31,""max_drawdown_pct"":17.42,""volatility_pct"":4.58}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","344","Rohan Patel","momentum","76.17","0.6","100000","61591","[""IT"",""Financials""]","{""display_name"":""Rohan Patel"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""IT"",""Financials""]}","{""cash"":61591,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":13,""average_cost"":1382.54,""current_price"":1314.39,""market_value"":17087.07,""unrealized_pnl"":-885.95,""sector"":""Telecom""},{""symbol"":""TCS.NS"",""quantity"":24,""average_cost"":878.82,""current_price"":888.4,""market_value"":21321.6,""unrealized_pnl"":229.92,""sector"":""IT""}],""holdings_value"":38408.67,""total_value"":99999.67,""allocation"":{""IT"":21.32,""Telecom"":17.09}}","{""day_change_pct"":-0.57,""total_return_pct"":0,""sharpe_ratio"":1.49,""win_rate"":63.71,""max_drawdown_pct"":5.16,""volatility_pct"":1.02}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","345","Nisha Kapoor","momentum","52.29","0.6","100000","60604","[""Financial Services"",""Healthcare"",""Automotive"",""Banking""]","{""display_name"":""Nisha Kapoor"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Financial Services"",""Healthcare"",""Automotive"",""Banking""]}","{""cash"":60604,""holdings"":[{""symbol"":""BHARTIARTL.NS"",""quantity"":16,""average_cost"":694.48,""current_price"":746.51,""market_value"":11944.16,""unrealized_pnl"":832.48,""sector"":""Telecom""},{""symbol"":""GOOGL"",""quantity"":11,""average_cost"":942.49,""current_price"":916.12,""market_value"":10077.32,""unrealized_pnl"":-290.07,""sector"":""Technology""},{""symbol"":""SBIN.NS"",""quantity"":74,""average_cost"":118.1,""current_price"":114.12,""market_value"":8444.88,""unrealized_pnl"":-294.52,""sector"":""Banking""},{""symbol"":""BAJAJFINSV.NS"",""quantity"":14,""average_cost"":656.72,""current_price"":637.8,""market_value"":8929.2,""unrealized_pnl"":-264.88,""sector"":""Financial Services""}],""holdings_value"":39395.56,""total_value"":99999.56,""allocation"":{""Banking"":8.44,""Financial Services"":8.93,""Technology"":10.08,""Telecom"":11.94}}","{""day_change_pct"":-0.02,""total_return_pct"":0,""sharpe_ratio"":0.94,""win_rate"":58.1,""max_drawdown_pct"":3.85,""volatility_pct"":2.1}","2026-04-02T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","346","Anaya Mishra","momentum","69.15","0.6","100000","55747","[""IT"",""Banking"",""Telecom""]","{""display_name"":""Anaya Mishra"",""trader_style"":""momentum"",""risk_band"":""aggressive"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""IT"",""Banking"",""Telecom""]}","{""cash"":55747,""holdings"":[{""symbol"":""JNJ"",""quantity"":28,""average_cost"":280.64,""current_price"":298.41,""market_value"":8355.48,""unrealized_pnl"":497.56,""sector"":""Healthcare""},{""symbol"":""ICICIBANK.NS"",""quantity"":15,""average_cost"":1176.51,""current_price"":1236.82,""market_value"":18552.3,""unrealized_pnl"":904.65,""sector"":""Banking""},{""symbol"":""V"",""quantity"":18,""average_cost"":1019.51,""current_price"":963.6,""market_value"":17344.8,""unrealized_pnl"":-1006.38,""sector"":""Financials""}],""holdings_value"":44252.58,""total_value"":99999.58,""allocation"":{""Banking"":18.55,""Financials"":17.34,""Healthcare"":8.36}}","{""day_change_pct"":0.54,""total_return_pct"":0,""sharpe_ratio"":2.37,""win_rate"":54.75,""max_drawdown_pct"":11.22,""volatility_pct"":4.01}","2026-04-06T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","347","Maya Mishra","momentum","64.62","0.6","100000","73468","[""IT"",""Consumer""]","{""display_name"":""Maya Mishra"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""IT"",""Consumer""]}","{""cash"":73468,""holdings"":[{""symbol"":""SBIN.NS"",""quantity"":6,""average_cost"":1031.04,""current_price"":1018.21,""market_value"":6109.26,""unrealized_pnl"":-76.98,""sector"":""Banking""},{""symbol"":""V"",""quantity"":4,""average_cost"":1621.4,""current_price"":1553.19,""market_value"":6212.76,""unrealized_pnl"":-272.84,""sector"":""Financials""},{""symbol"":""META"",""quantity"":11,""average_cost"":799.4,""current_price"":821.1,""market_value"":9032.1,""unrealized_pnl"":238.7,""sector"":""Technology""},{""symbol"":""JNJ"",""quantity"":31,""average_cost"":173.05,""current_price"":167.02,""market_value"":5177.62,""unrealized_pnl"":-186.93,""sector"":""Healthcare""}],""holdings_value"":26531.74,""total_value"":99999.74,""allocation"":{""Banking"":6.11,""Financials"":6.21,""Healthcare"":5.18,""Technology"":9.03}}","{""day_change_pct"":2.54,""total_return_pct"":0,""sharpe_ratio"":0.72,""win_rate"":64.46,""max_drawdown_pct"":1.63,""volatility_pct"":4.9}","2026-03-31T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
"demo-paper-1000-ai-traders","348","Aarav Bhat","momentum","50.78","0.6","100000","55340","[""Automotive"",""Energy"",""Healthcare""]","{""display_name"":""Aarav Bhat"",""trader_style"":""momentum"",""risk_band"":""balanced"",""investment_horizon"":""swing"",""capital_bucket"":""mid"",""preferred_sectors"":[""Automotive"",""Energy"",""Healthcare""]}","{""cash"":55340,""holdings"":[{""symbol"":""ICICIBANK.NS"",""quantity"":5,""average_cost"":1903.06,""current_price"":1816.6,""market_value"":9083,""unrealized_pnl"":-432.3,""sector"":""Banking""},{""symbol"":""V"",""quantity"":43,""average_cost"":278.82,""current_price"":267.32,""market_value"":11494.76,""unrealized_pnl"":-494.5,""sector"":""Financials""},{""symbol"":""RELIANCE.NS"",""quantity"":6,""average_cost"":1988.14,""current_price"":2127.09,""market_value"":12762.54,""unrealized_pnl"":833.7,""sector"":""Energy""},{""symbol"":""BAJAJFINSV.NS"",""quantity"":101,""average_cost"":110.88,""current_price"":112.08,""market_value"":11320.08,""unrealized_pnl"":121.2,""sector"":""Financial Services""}],""holdings_value"":44660.38,""total_value"":100000.38,""allocation"":{""Banking"":9.08,""Financials"":11.49,""Financial Services"":11.32,""Energy"":12.76}}","{""day_change_pct"":0.57,""total_return_pct"":0,""sharpe_ratio"":1.76,""win_rate"":60.31,""max_drawdown_pct"":16.3,""volatility_pct"":3.95}","2026-04-07T18:10:27.2261031+05:30","2026-04-08T18:10:27.2261031+05:30"
